row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,431_02.mzML Peak area,432_02.mzML Peak area,004_02.mzML Peak area,104_02.mzML Peak area,037_02.mzML Peak area,22_02.mzML Peak area,453_02.mzML Peak area,07_02.mzML Peak area,102_02.mzML Peak area,105_02.mzML Peak area,444_02.mzML Peak area,055_02.mzML Peak area,039_02.mzML Peak area,401_02.mzML Peak area,02_02.mzML Peak area,16_02.mzML Peak area,033_02.mzML Peak area,442_02.mzML Peak area,020_02.mzML Peak area,019_02.mzML Peak area,492_02.mzML Peak area,517_02.mzML Peak area,523_02.mzML Peak area,454_02.mzML Peak area,521_02.mzML Peak area,522_02.mzML Peak area,516_02.mzML Peak area,518_02.mzML Peak area,814_02.mzML Peak area,514_02.mzML Peak area,813_02.mzML Peak area,509_02.mzML Peak area,476_02.mzML Peak area,508_02.mzML Peak area,817_02.mzML Peak area,515_02.mzML Peak area,531_02.mzML Peak area,475_02.mzML Peak area,818_02.mzML Peak area,553_02.mzML Peak area,821_02.mzML Peak area,DB1CP_02.mzML Peak area,DB8_02.mzML Peak area,DBV7_467_02.mzML Peak area,021_03.mzML Peak area,DBV3_542_02.mzML Peak area,822_02.mzML Peak area,BCN28WM_02.mzML Peak area,003_03.mzML Peak area,BCN22WM_02.mzML Peak area,825_02.mzML Peak area,01_03.mzML Peak area,023_03.mzML Peak area,013_03.mzML Peak area,510_02.mzML Peak area,028_03.mzML Peak area,011_03.mzML Peak area,015_03.mzML Peak area,041_03.mzML Peak area,309_03.mzML Peak area,029_03.mzML Peak area,031_03.mzML Peak area,035_03.mzML Peak area,017_03.mzML Peak area,06_03.mzML Peak area,14_03.mzML Peak area,044_03.mzML Peak area,046_03.mzML Peak area,425_03.mzML Peak area,435_03.mzML Peak area,434_03.mzML Peak area,038_03.mzML Peak area,451_03.mzML Peak area,441_03.mzML Peak area,05_03.mzML Peak area,08_03.mzML Peak area,032_03.mzML Peak area,30_03.mzML Peak area,469_03.mzML Peak area,471_03.mzML Peak area,427_03.mzML Peak area,558_03.mzML Peak area,555_03.mzML Peak area,505_03.mzML Peak area,528_03.mzML Peak area,47_03.mzML Peak area,501_03.mzML Peak area,45_03.mzML Peak area,447_03.mzML Peak area,530_03.mzML Peak area,823_03.mzML Peak area,36_03.mzML Peak area,533_03.mzML Peak area,52_03.mzML Peak area,549_03.mzML Peak area,501_03_20221012120828.mzML Peak area,524_03.mzML Peak area,62_03.mzML Peak area,544_03.mzML Peak area,DB1_03.mzML Peak area,DB5_03.mzML Peak area,DB2CP_03.mzML Peak area,DBV4_546_03.mzML Peak area,812_03.mzML Peak area,DB7_03.mzML Peak area,DBCP3_545_03.mzML Peak area,811_03.mzML Peak area,DBCP5_559_03.mzML Peak area,DB3_03.mzML Peak area,R26.mzML Peak area,DB6_03.mzML Peak area,R28.mzML Peak area,511_03.mzML Peak area,R27.mzML Peak area,R3.mzML Peak area,R1.mzML Peak area,R10.mzML Peak area,525_04.mzML Peak area,R29.mzML Peak area,R9.mzML Peak area,R2.mzML Peak area,WM03_02.mzML Peak area,R30.mzML Peak area,R31.mzML Peak area,R33.mzML Peak area,WM02_02.mzML Peak area,WM06_02.mzML Peak area,R32.mzML Peak area,WM17_03.mzML Peak area,R35.mzML Peak area,WM19_03.mzML Peak area,R4.mzML Peak area,R34.mzML Peak area,R6.mzML Peak area,R7.mzML Peak area,R5.mzML Peak area,R8.mzML Peak area,WM20_04.mzML Peak area,WM21_04.mzML Peak area,439_04.mzML Peak area,557_04.mzML Peak area
15740,1313.403079,5.870047,,,,158,392,[M+K]+,,2,15740;15744,1274.44049,0,0,0,0,697.63513,0,0,0,0,0,977.7324,0,0,0,2459.8467,0,396.34552,1041.3352,0,1803.9216,355.7157,476.03094,811.6786,0,0,191.6089,3399.8584,0,0,0,0,1425.723,0,2072.9126,704.18225,0,1344.2795,4586.908,0,4122.0674,617.5459,985.348,0,616.78687,1730.0688,3559.1418,3314.4114,774.48553,0,0,0,0,113.87809,320.1518,0,0,408.4217,0,97.07212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.75212,0,0,0,0,0,972.35724,280.90234,2988.0295,0,0,112.50841,0,0,0,131.27333,2298.27,0,0,0,0,0,0,378.01392,0,0,0,0,0,526.7332,379.53018,0,0,0,0,304.53424,408.5379,0,0,0,0,819.78,0,0,218.94492,0,0,0,0,285.95563,0,139.93535,0,0,0,0,0,0,0,0,0
15703,990.0622923,5.8700924,,,,158,,,,,,,0,0,0,1221.7081,12217.321,7127.6177,0,515.3575,2621.1516,1777.8696,8670.927,928.8728,953.81445,411.3811,17663.805,4029.5854,3052.9478,7738.199,0,18968.648,6138.209,3927.5225,8004.686,0,5015.9893,3168.17,29530.184,0,3213.8425,1124.4175,273.05334,7024.6094,456.25708,15536.247,19224.984,0,13674.553,36725.598,457.5583,23506.162,6376.435,9245.081,0,5419.323,13144.577,22118.473,21524.1,6095.0127,0,550.38696,679.46277,0,478.73505,2814.862,0,0,4774.2314,0,3358.4514,633.3236,0,0,0,1900.7256,0,0,0,0,1422.9004,0,0,0,916.2702,2134.374,1342.6661,0,0,0,708.85864,0,1594.8721,0,0,235.74924,0,0,10565.934,2478.1472,17157.943,1554.8356,555.83215,1058.3102,0,0,0,3914.034,14478.47,0,353.3483,0,0,1066.443,988.28314,4930.343,2442.7861,2661.3005,0,1201.1078,0,3281.6157,6750.1523,303.35242,994.87915,514.621,653.1844,4693.4688,5073.63,2193.3718,0,0,673.7462,9778.735,0,0,3204.7646,5831.999,0,0,0,4088.893,0,1181.5052,418.0795,0,0,0,2287.461,0,0,0,0
15744,1319.412213,5.8704762,,,,158,392,[M-H+2Na]+,,2,15740;15744,1274.44049,0,0,0,0,1591.1837,973.8474,0,0,86.84233,177.33533,1073.3971,0,0,0,2046.3433,260.44757,421.63193,1334.2595,0,0,643.63934,405.53815,621.18066,0,0,181.42258,3945.2207,0,0,0,0,1076.0154,0,1780.1957,1033.7703,0,1768.3386,5172.6064,0,1461.3954,380.90564,1525.4712,0,418.31378,0,2601.753,2857.439,544.8327,0,0,72.42618,0,0,234.4857,0,0,0,0,278.15494,0,0,0,0,178.2179,0,0,0,0,0,0,0,0,0,142.26067,0,0,0,0,0,0,0,0,0,0,0,0,962.54724,0,3224.7542,0,0,0,0,0,0,536.30743,1238.4221,0,0,0,0,161.30106,142.3915,0,0,151.95271,0,213.94324,0,0,1168.8066,0,0,0,0,472.05273,134.34067,170.29979,0,0,0,1329.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15745,1314.070631,5.8707786,,,,158,394,[M+K]+,,2,15745;15767,1275.10861,0,0,0,0,4842.574,2849.9873,0,0,414.10577,230.98557,3304.3086,160.66193,190.14197,157.26208,6331.609,873.8318,1143.2188,3025.0632,0,6015.784,1390.5552,730.0254,2510.6711,0,1420.2528,340.8042,12151.723,0,203.75604,0,0,2208.1714,0,5793.2334,4406.8096,0,3837.9849,15897.089,0,8640.4375,1818.4773,3178.3274,159.7937,2585.419,3032.0193,7445.656,7667.7007,2296.1455,0,0,270.26483,0,71.478004,411.27692,0,0,1810.127,0,263.8832,0,0,0,0,172.01648,0,0,108.994156,0,413.95285,0,0,0,228.59238,353.619,303.01953,0,0,0,0,0,201.18173,0,0,0,0,0,2989.627,512.54504,6734.875,130.41467,0,0,0,0,0,1352.8586,5923.084,0,0,0,0,0,162.9143,333.41986,0,0,117.17949,0,0,334.2476,2128.985,0,0,206.32053,137.12804,799.7567,1363.6659,747.75256,92.53798,0,221.8935,2650.4888,0,0,252.77972,522.0091,213.69711,0,0,1344.2284,0,175.54031,0,0,0,0,267.85266,0,0,0,0
15910,655.4152427,5.87091,,,,,,,,,,,0,0,627.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.193,0,0,0,0,0,0,0,0,0,0,0,0,0,3519.4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581.8168,0,0,161055.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.1098,0,0,0,0,127.433945,146.54573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15371,985.5548153,5.8714447,,,,158,,,,,,,0,0,0,1349.9792,19494.723,11971.817,376.79565,0,3370.6497,2372.0078,11938.6,1298.0286,836.1482,0,26707.637,5040.839,5148.2812,10634.949,0,30394.496,7811.3237,7194.4355,10365.34,707.63116,8209.118,4574.6846,35959.68,0,1429.2986,0,1025.1981,8876.431,0,19080.533,28605.889,0,16924.855,49150.13,0,36390.523,8192.181,13981.649,1148.8993,8844.049,17310.871,29541.92,30059.418,7524.249,0,1025.97,2695.4753,0,0,3288.4363,0,0,3672.6125,0,5854.8345,0,0,0,0,3290.2114,0,0,0,0,2388.6492,0,0,5288.5264,1055.7673,1172.7542,1205.6849,0,0,0,0,1637.2043,2178.2224,0,0,0,0,0,15185.28,3126.785,25485.902,2562.223,404.35815,2403.724,0,0,0,6183.1196,20784.715,0,813.14246,0,0,1214.5968,2003.1377,3206.8325,2894.6768,1518.4773,0,0,0,5336.0947,9894.324,1485.895,6975.4346,1887.3849,3284.8306,7408.0093,6469.827,2324.8586,1045.4169,0,0,12238.163,0,0,5024.341,12053.947,562.132,0,0,3112.4463,0,1779.0609,0,0,0,0,2732.271,0,0,0,0
15400,1049.846872,5.8716288,,,,,,,,,,,0,0,253.58041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10125.276,0,0,0,0,0,0,0,0,254.51651,0,0,0,0,0,0,0,0,0,454.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.61325,0,0,0,0,0,0,0,0,0,0,0,1306.4388,0,283.22845,0,2154.4229,0,0,0,0,625.3325,0,0,0,910.77527,1094.0845,811.6516,0,0,1233.399,0,3174.2354,0,0,4626.5737,0,0,0,0,0,0,0,0
15685,679.8544676,5.871795,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195.4116,0,0,0,0,6392.5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97638.305,2954.108,0,0,0,0,0,0,0,0,0,0,0,0,0,4274.815,0,2641.7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257189.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15787,998.0610778,5.872205,,,,158,395,[M+K]+,,2,15344;15787,959.09727,0,0,0,0,5362.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26954.088,1866.2113,0,0,0,0,0,0,0,0,0,0,0,0,1623.0024,5234.724,0,3414.6523,0,0,0,7397.72,0,0,0,9510.944,0,7979.5312,2146.6033,0,0,0,0,0,0,0,0,0,0,3328.4631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106.5552,1531.2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.2423,0,0,0,0,0,0,0,2060.0586,1401.8923,5295.9805,0,0,2057.4985,0,0,0,0,0,0,0,2724.3125,0,0,0,0,3124.9722,0,0,2900.8696,0,0,0,0,0,0,0,0
15711,989.8118402,5.872267,,,,158,,,,,,,0,0,0,929.4706,10919.274,7440.72,0,0,2424.8665,1374.8032,8382.352,0,0,0,15219.63,3214.5361,3285.1465,7604.2407,0,17210.83,5545.342,3609.375,6948.137,0,829.8209,2764.3079,25278.092,0,2712.3982,0,2198.759,6127.115,0,13787.255,14214.423,0,11712.41,31919.832,0,21233.562,5227.4546,7765.3994,0,6308.695,10205.584,16989.7,19935.11,6049.539,0,0,1239.8215,0,0,2304.2507,0,0,3899.806,0,2945.586,0,0,0,0,1492.4543,0,0,0,0,760.8314,0,0,0,1179.3274,1425.5225,1728.3568,0,0,0,0,2098.1826,0,0,0,0,0,0,10212.661,2464.435,17759.459,0,0,0,0,0,0,3684.62,14218.283,0,0,0,0,1062.9889,0,4688.241,1990.7726,458.1884,0,1217.3497,0,2504.924,6315.6655,0,0,0,450.6369,3485.0713,3813.9058,1941.7324,0,0,0,6767.207,0,0,3207.201,7581.182,0,0,0,2607.684,0,992.0657,0,0,0,0,1332.3651,0,0,0,0
15767,1320.080917,5.873922,,,,158,394,[M-H+2Na]+,,2,15745;15767,1275.10861,0,0,0,0,1607.9257,917.0579,0,0,0,0,376.03137,0,0,0,2188.675,339.9604,223.59454,556.5718,0,1784.8359,169.83862,273.62256,0,0,0,216.36127,3420.6042,0,0,0,0,337.39215,0,2439.7983,1503.8517,0,1815.7871,3639.083,0,2373.805,256.64813,1131.3387,0,0,1144.818,3339.0154,2634.599,188.28377,0,0,76.44754,0,0,210.66861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.08503,0,0,0,0,0,825.5598,239.04709,1864.2256,0,0,0,0,0,0,160.0879,2156.4885,0,0,0,0,0,0,0,0,0,0,0,0,0,749.51355,0,0,0,216.6581,0,295.74493,0,0,0,0,798.39606,0,0,156.97916,0,0,0,0,412.6952,0,130.49622,0,0,0,0,82.12671,0,0,0,0
15736,495.8189535,5.8740497,,,,170,,,,,,,0,0,2688.7788,0,279.88232,0,0,0,36.35312,0,0,168.75017,138.87346,186.18323,0,117.08764,0,0,1758.354,0,0,0,175.05742,0,0,117.65209,0,0,0,2539.8267,0,0,0,0,0,0,0,0,170.8905,0,0,0,0,8590.188,0,0,0,0,0,0,0,0,0,0,0,142.33804,0,0,379.2577,0,0,0,487.87265,0,0,0,0,0,0,0,0,0,0,0,0,0,3403.414,122.714005,0,350646.06,0,0,0,0,0,0,109.04335,0,0,0,0,0,0,0,0,0,1123.3718,0,0,0,0,0,222.48914,0,0,0,0,0,0,0,0,0,0,135.65805,0,0,0,0,0,0,0,0,0,0,0,0,171.45549,0,169.95773,0,0,0,0,0,0,0,0,0,0,0,0
14755,997.8233878,5.874134,,,,,,,,,,,0,0,0,0,0,215.67828,0,0,0,0,0,0,0,0,0,244.36942,0,0,0,0,390.06598,0,0,119.385284,745.7711,0,0,0,0,0,351.12054,170.9042,0,526.2391,0,2511.5623,257.72495,0,0,302.63788,0,170.66354,0,0,1416.0447,787.59155,552.35803,0,0,0,0,0,0,0,38449.527,0,460.78506,0,0,0,117.71114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.34564,445.99725,0,0,224.34337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.09717,468.21063,136.84778,1963.0686,0,122.309456,595.7235,514.7632,0,265.10388,77.68091,525.8983,0,245.85574,0,420.86743,378.3656,0,0,0,0,0,0,0,0,97.892586,0,0,715.1631,0,0,0
14881,1013.559541,5.8742285,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,845.8147,0,0,0,0,0,0,0,1808.2461,0,0,0,0,927.09326,0,280.56152,0,0,0,0,0,0,280.15887,0,0,0,0,0,0,8923.255,0,0,0,467.2667,0,0,391.47955,0,0,0,0,0,0,4764.0825,0,281.11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10009.1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.75574,0,0,2200.0977,310.88684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.91855,0,0,0,0,0,0,0,0
15595,997.3181663,5.8751073,,,,158,,,,,,,0,0,0,0,13519.058,1747.9202,377.72974,0,1030.0388,0,1377.0312,1816.7968,0,0,1344.2091,2086.0486,1052.3405,2265.143,0,56248.457,4592.467,2385.7212,1382.0742,0,1333.814,0,3685.2915,0,0,0,0,1610.3381,0,5964.3677,12295.8545,3967.1968,6665.7236,2055.2786,0,2708.2202,13016.44,3372.2332,0,580.0818,9479.067,4599.133,14308.196,3525.7085,0,0,0,0,0,382.2299,22721.152,0,7986.0493,0,8206.092,0,0,0,0,0,0,0,0,0,0,0,0,0,468.14673,695.73474,763.3077,0,0,0,686.22864,0,411.34344,0,0,430.28137,0,0,1593.9917,1198.1951,2305.5752,571.33307,564.98517,938.6349,1421.9606,0,0,885.0736,3003.196,0,0,0,0,0,745.8119,3266.8237,741.02136,1186.9812,0,0,0,1958.5336,406.8449,3659.158,23177.014,9193.455,1335.43,1060.9791,3276.1335,1719.6787,1308.9447,0,3025.9578,0,952.97284,1050.3983,5015.442,404.02243,0,1489.2875,0,5926.548,0,1615.9126,6478.6724,0,0,0,431.78436,0,0,0,0
15695,506.8248329,5.875383,,,,,,,,,,,198.67563,0,1981.9404,0,0,0,0,0,0,0,0,0,0,0,0,106.36181,0,0,800.9708,0,0,0,257.2587,0,0,0,0,0,0,2574.4138,0,0,0,0,0,0,0,0,0,0,0,0,0,7851.389,0,0,0,0,0,0,0,0,0,0,0,0,0,127.991165,0,0,0,0,388.06348,0,0,0,0,0,226.10428,0,0,0,0,0,0,0,3182.8699,0,0,292831.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.97015,0,0,228.15074,226.17622,0,162.45244,0,184.95416,0,0,199.80945,0,0,0,0,0,114.552826,97.69364,0,0,0,0,0,134.11191,0,0,0,0,637.87634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15394,965.2920266,5.8756485,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.33044,0,0,0,0,858.37537,0,0,0,0,0,458.90228,0,0,7393.054,0,8023.811,394.7702,235.29388,0,3107.9607,0,0,0,0,0,0,0,0,0,0,0,0,0,122.64998,27198.037,0,3237.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.15636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26994.518,166.59259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.4188,0,0,208.46826,0,0,0,0,6540.314,0,0,0
15665,1027.571406,5.875681,,,,,,,,,,,0,0,0,0,3063.905,0,0,0,0,0,0,3339.0693,0,0,0,0,870.5635,0,0,13515.535,0,0,489.97842,0,1753.3667,0,0,0,0,0,0,0,0,0,4270.67,0,1620.2866,2548.374,0,3767.8994,10956.299,0,0,0,452.05527,1232.6528,3658.2366,1384.5991,0,0,0,0,0,0,0,0,5394.001,0,0,0,0,0,0,465.45575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741.79,0,2020.0854,0,0,0,0,0,0,0,0,0,0,537.89514,0,0,6661.614,0,0,0,441.21698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15784,935.7762276,5.8765764,,,,117,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13065.555,0,0,0,0,14180.168,0,0,0,0,7372.542,0,17375.709,0,0,0,0,0,0,8268.494,1138.7236,0,2802.7341,0,0,1969.7104,0,0,0,0,1597.5535,9063.552,7351.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550.4026,0,8519.386,0,0,0,0,0,0,0,3631.1187,0,0,0,0,0,0,0,0,0,0,0,0,0,3734.052,0,36741.508,0,0,0,4413.147,0,0,0,0,4461.7993,0,0,0,936.24146,0,0,0,5746.2344,0,0,0,0,0,0,0,0,0,0,0
17097,992.563237,5.876953,,,,158,,,,,,,0,0,0,0,29214.342,0,0,0,0,0,0,9568.256,0,0,0,2685.891,0,0,0,120968.46,7122.1714,4458.933,2941.7024,0,5365.3022,0,0,0,0,0,0,1331.337,0,6372.008,44036.207,0,16262.095,3423.6367,0,2211.8943,30496.098,6698.593,0,0,31891.428,5539.6113,32122.664,13078.787,0,0,0,0,0,0,0,0,4095.2354,0,20255.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6504.554,4880.657,6291.0723,0,0,3955.1128,0,0,0,5040.653,0,0,0,0,0,0,7722.378,0,0,0,0,0,3569.1604,0,10513.884,0,20020.873,3579.2454,0,13996.297,4377.7847,7479.12,0,7434.6836,0,0,5227.9067,13938.041,0,0,5948.486,0,22647,0,0,13618.906,0,0,0,0,0,0,0,0
14724,1027.580707,5.8777366,,,,,,,,,,,0,0,0,0,267.2392,0,319.41882,0,0,0,0,435.34314,0,0,0,200.68098,0,0,150.49736,670.25586,0,0,0,0,0,0,465.84888,0,0,0,0,0,0,1277.3268,0,273.07724,0,987.60913,0,7381.532,294.50192,0,0,246.59416,0,350.92642,806.8763,361.69922,0,0,0,0,0,0,0,0,1458.7197,0,122.45488,216.7036,5084.6387,1717.455,0,243.86905,0,0,0,0,0,0,0,458.56238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.32944,495.75983,0,0,0,0,0,0,0,0,0,27462.547,0,0,0,0,0,0,0,0,84.0701,0,0,0,0,32472.652,0,0,0,0,0,0,0,0,0,0,0,258.06598,0,0,0,0,779.05646,286.0823,0,0,0,0,0,0,207.8971,0,0,0
15841,992.8138259,5.878089,,,,158,,,,,,,0,0,2121.3247,0,36819.008,5263.6987,0,2865.7976,1980.2393,0,3930.6804,9182.1455,0,0,0,3811.1514,2253.8875,3980.9966,0,144642.39,9079.996,4602.5093,3818.1213,1849.9204,5250.5596,897.13574,458.02832,0,0,0,1414.8167,2585.365,0,7275.7505,48579.582,0,18316.578,6524.5215,677.87085,2748.8713,29674.504,7395.914,0,4709.7266,33789.656,8020.1274,27566.316,15998.811,0,0,1695.245,0,1353.6029,0,0,0,4896.6353,0,20794.994,0,1333.9753,0,0,1787.9171,0,0,2846.989,0,0,0,0,0,3630.1582,3743.1504,0,0,0,0,0,2634.1626,3449.1956,1792.5571,0,3765.5813,0,0,4623.62,8400.788,4934.0835,6237.7983,2405.4128,4252.864,5312.103,0,596.7135,1735.3456,6101.509,0,1581.7451,0,832.5205,0,2727.242,7061.731,2307.2808,2194.093,0,1809.4293,0,5528.0005,2865.8503,11234.181,0,22387.354,4584.354,656.2285,12964.049,5026.396,5254.0264,935.8663,8220.179,0,4748.267,5981.3926,14810.008,544.00854,0,5856.8013,0,23167.049,0,4277.4937,16065.541,0,0,0,3478.5654,0,0,0,0
15691,997.0678875,5.878556,,,,158,,,,,,,0,231.15906,416.1667,322.3461,16155.23,2817.2686,0,1783.6956,1528.2346,178.35149,1644.1047,3098.3623,372.48544,0,0,1933.8097,1680.6746,2699.2852,0,69417.89,5235.5913,2750.8074,2179.5059,616.61505,2933.4292,1128.7151,3825.5986,136.33253,0,263.67596,1177.0479,397.6656,0,9025.947,20926.115,823.60583,11614.862,8763.145,0,3110.742,16129.462,3462.9546,0,1181.658,14594.285,5785.658,20871.385,5399.7666,0,0,1337.8511,77.86063,325.91458,818.62683,14147.645,0,3433.724,0,10678.336,0,545.24585,0,0,806.0189,0,0,434.36215,0,220.0598,0,0,0,2517.7063,2126.2544,228.78949,206.05078,0,141.16708,229.72888,0,1168.1528,132.31673,0,1444.2477,245.34073,282.6877,339.35864,4063.511,1071.3871,2892.9316,468.83008,2318.7117,2294.6987,0,339.8595,1374.5947,3235.0293,0,0,0,596.4602,239.15343,507.2724,2849.9653,1820.3699,1736.3652,0,312.08743,0,1699.7401,789.1075,5068.9263,22010.451,9451.662,1635.8479,534.40845,6977.4307,1771.2606,2334.6687,550.1284,4467.7446,293.37585,1029.978,3128.5818,7985.9004,327.78107,261.4961,3329.0244,0,9993.609,767.1039,2641.1482,7803.8223,549.2432,156.10866,0,1651.5624,227.96942,179.48288,0,347.1538
15805,993.0640651,5.879259,,,,158,,,,,,,0,378.43347,1312.0854,0,29295.754,1583.9745,0,1160.1373,819.61676,0,2349.2407,6620.2,926.1613,0,195.17435,2887.0923,2181.236,2717.3394,0,118150.234,8527.862,3940.7915,1697.453,1892.719,3942.4487,1796.8561,913.3368,0,258.27664,0,921.6027,768.0908,623.572,6390.2627,39986.703,362.48056,13839,3290.3794,532.41046,1977.2837,26346.479,7194.7065,0,2178.901,27673.639,7583.5723,6170.2627,11477.486,171.79463,0,931.82556,0,1017.07916,669.14954,0,0,1232.896,203.05933,17393.86,321.03552,526.69806,0,0,1331.939,0,0,1264.9904,153.9012,802.1636,0,120.295425,0,2715.8645,2200.2104,428.2629,385.26086,0,715.6131,976.53156,886.2634,2061.613,576.5449,0,2315.3022,246.72873,158.50648,3579.243,6235.0503,3775.9685,5892.33,2273.023,2962.6365,4885.946,132.714,453.1305,1302.0339,4227.08,114.16089,1119.2291,0,617.7608,213.44513,412.86475,6462.1323,2288.786,2188.5652,114.2159,373.47467,0,3896.1675,1731.3864,8774.902,1292.3884,17121.701,2927.0898,2313.866,10556.277,4214.009,7699.461,594.57666,6545.1387,383.9903,3997.3943,4512.7383,12804.913,446.382,241.49992,5496.229,0,19629.738,0,3383.7,13273.108,203.74373,488.62106,0,2609.6467,0,292.9205,0,695.92145
15554,935.5262778,5.880407,,,,117,,,,,,,0,0,0,0,0,0,0,0,0,0,1449.0905,0,0,0,12015.957,0,0,0,0,9912.03,0,0,0,0,5207.0615,0,6157.083,0,0,0,0,0,0,6116.1104,0,0,0,0,0,0,0,0,0,0,1697.8179,7944.4966,5638.993,0,0,0,0,0,0,0,1367.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873.044,0,9825.806,0,0,0,0,0,0,0,3666.8933,0,0,0,0,0,0,0,0,0,0,0,0,0,3703.6533,0,42225.914,0,0,0,0,0,0,0,0,4411.49,0,0,0,1158.2968,0,0,0,3428.1064,0,0,0,0,0,0,0,0,0,0,0
15699,669.7552521,5.8804383,,,,,,,,,,,0,0,540.22406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.04924,0,0,0,0,0,0,0,0,0,0,853.1727,0,0,0,0,0,0,0,0,0,0,0,0,0,3169.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.69397,0,0,105096.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15911,517.8314056,5.881761,,,,170,,,,,,,0,0,1657.1509,0,0,0,0,0,33.996098,0,0,0,0,0,0,0,0,0,544.76855,0,0,0,591.1428,0,0,0,0,0,0,2157.376,0,0,0,0,0,0,0,0,0,0,0,0,0,9927.957,0,241.83354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.7322,0,184.85127,164.39027,0,0,0,102.67755,0,0,0,0,0,0,2473.7666,0,0,206330.14,0,167.8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.00388,0,0,0,0,0,216.85678,0,0,0,0,0,0,0,0,0,0,161.33435,0,0,0,0,0,0,0,0,0,0,0,0,244.17209,0,0,0,0,0,0,0,0,125.97601,0,0,0,0,159.16678
