id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
1479_Collado_sirius_iimn_15646	C32H44N6O7	[M + H]+	C32H44N6O7	Amino acids and Peptides	0.9995241165161133	Small peptides	0.993571400642395	Tripeptides	0.9763633012771606	Oligopeptides	0.9759523272514343	Peptides	0.990213930606842	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999985694885254	Organic acids and derivatives	0.9999996423721313	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	15646
1480_Collado_sirius_iimn_15648	C30H45N5O10	[M + H]+	C30H45N5O10	Amino acids and Peptides	0.9995831847190857	Small peptides	0.9893855452537537	Tripeptides	0.9553174376487732	Oligopeptides	0.9850400686264038	Peptides	0.9999003410339355	Amino acids, peptides, and analogues	0.9999996423721313	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	15648
1481_Collado_sirius_iimn_15659	C58H78N14O10	[M + H]+	C58H78N14O10	Amino acids and Peptides	0.9996669292449951	Oligopeptides	0.971109926700592	Linear peptides	0.511021077632904	Oligopeptides	0.8582310080528259	Peptides	0.9999451637268066	Amino acids, peptides, and analogues	0.9999996423721313	Carboxylic acids and derivatives	0.9999984502792358	Organic acids and derivatives	0.9999990463256836	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	15659
1482_Collado_sirius_iimn_15660	C66H73N16O2P	[M + H]+	C66H73N16O2P	Alkaloids	0.7566397190093994	Tryptophan alkaloids	0.7052724957466125	Carboline alkaloids	0.3169879615306854	Tetrapyrroles and derivatives	0.5757080912590027					Tetrapyrroles and derivatives	0.5757080912590027	Organoheterocyclic compounds	0.9999771118164062	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tetrapyrroles and derivatives; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Trialkylamines; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Secondary amines; Indoles; N-acylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	15660
1484_Collado_sirius_iimn_15668	C23H30N8O25	[M + H]+	C23H30N8O25	Amino acids and Peptides	0.9990001320838928	Small peptides	0.9779946208000183	Tripeptides	0.9911293983459473	Oligopeptides	0.9183191657066345	Peptides	0.9983715415000916	Amino acids, peptides, and analogues	0.999940037727356	Carboxylic acids and derivatives	0.9999977350234985	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Primary amines; Acyl homoserines; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	15668
1485_Collado_sirius_iimn_15682	C13H28O11P4	[M + H]+	C13H28O11P4	Fatty acids	0.906931459903717	Fatty acyls	0.0340353287756443	Glycerophosphoethanolamines	0.02013045735657215	Organic pyrophosphates	0.5344626903533936			Organic pyrophosphates	0.5344626903533936	Organic oxoanionic compounds	0.9528574347496033	Organic oxygen compounds	1.0	Organic compounds; Ethers; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic oxoanionic compounds; Dialkyl ethers; Organic pyrophosphates; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	15682
1486_Collado_sirius_iimn_15691	C27H28N6O35	[M + H]+	C27H28N6O35	Amino acids and Peptides	0.9976400136947632	Small peptides	0.43221643567085266	Gallotannins	0.31366223096847534	Oligopeptides	0.5393458604812622	Peptides	0.9704282879829407	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Tetracarboxylic acids and derivatives; Acyl homoserines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	15691
1487_Collado_sirius_iimn_15691	C39H24N4O28	[M + H]+	C39H24N4O28	Shikimates and Phenylpropanoids	0.8806415796279907	Coumarins	0.6931226253509521	Simple coumarins	0.14483441412448883	N-acyl-alpha amino acids	0.9990498423576355	Amino acids and derivatives	0.9996121525764465	Amino acids, peptides, and analogues	0.9997052550315857	Carboxylic acids and derivatives	0.9999996423721313	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Pyrans; Benzopyrans; Phenols; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Pyranones and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Acyl homoserines; 1-benzopyrans; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	15691
1488_Collado_sirius_iimn_15695	C9H15O4PS9	[M + H]+	C9H15O4PS9	Fatty acids	0.9146758317947388	Fatty acyls	0.022150417789816856	Fatty alcohols	0.03054989129304886	Sulfenyl compounds	0.9152134656906128					Sulfenyl compounds	0.9152134656906128	Organosulfur compounds	0.930040180683136	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	15695
1489_Collado_sirius_iimn_15696	C34H57NO10	[M + H]+	C34H57NO10	Terpenoids	0.6664751172065735	Steroids	0.28664982318878174	Open-chain polyketides	0.0570668950676918	Amino acids and derivatives	0.8786941170692444	Amino acids and derivatives	0.8786941170692444	Amino acids, peptides, and analogues	0.8746792674064636	Carboxylic acids and derivatives	0.9903020262718201	Organic acids and derivatives	0.9928907155990601	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Trialkylamines; Polyols; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	15696
1490_Collado_sirius_iimn_15699	C12H17NO5P2S11	[M + H]+	C12H17NO5P2S11	Alkaloids	0.8985437154769897	Tryptophan alkaloids	0.034389741718769073	Linear peptides	0.03279609978199005	Dithiophosphate O-esters	0.7060823440551758			Dithiophosphate O-esters	0.7060823440551758	Organic dithiophosphoric acids and derivatives	0.6839386224746704	Organic acids and derivatives	0.8703482747077942	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	15699
1491_Collado_sirius_iimn_15736	C8H15O4P6S3	[M + K]+	C8H15O4P6S3	Fatty acids	0.975051760673523	Fatty acyls	0.39704450964927673	Fatty alcohols	0.021657444536685944	Organooxygen compounds	0.9376924633979797					Organooxygen compounds	0.9376924633979797	Organic oxygen compounds	0.998691737651825	Organic compounds; Organooxygen compounds; Organophosphorus compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	15736
1496_Collado_sirius_iimn_15845	C20H40N16O8	[M + H]+	C20H40N16O8	Amino acids and Peptides	0.9989839196205139	Small peptides	0.9657478928565979	Tripeptides	0.9527962803840637	Oligopeptides	0.9354276061058044	Peptides	0.9999183416366577	Amino acids, peptides, and analogues	0.9999933242797852	Carboxylic acids and derivatives	0.9999973773956299	Organic acids and derivatives	0.9999979734420776	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	15845
1497_Collado_sirius_iimn_15869	C37H28N6O27	[M + K]+	C37H28N6O27	Shikimates and Phenylpropanoids	0.9332067966461182	Coumarins	0.953204870223999	Simple coumarins	0.3857351243495941	Oligopeptides	0.8705160617828369	Peptides	0.8546303510665894	Amino acids, peptides, and analogues	0.9997051358222961	Carboxylic acids and derivatives	0.9999847412109375	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Pyrans; Benzopyrans; Phenols; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Pyranones and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; N-arylamides; 1-benzopyrans; Vinylogous amides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Aspartic acid and derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	15869
1498_Collado_sirius_iimn_15905	C12H26NO6	[M + H]+	C12H26NO6	Fatty acids	0.9383479356765747	Fatty Acids and Conjugates	0.34223365783691406	Fatty acyl carnitines	0.6530343294143677	Acyl carnitines	0.743187427520752	Acyl carnitines	0.743187427520752	Fatty acid esters	0.8936254978179932	Fatty Acyls	0.9817240238189697	Lipids and lipid-like molecules	0.9738062024116516	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	15905
1499_Collado_sirius_iimn_15909	C9H17O7P3S5	[M + K]+	C9H17O7P3S5	Fatty acids	0.9750415086746216	Fatty acyls	0.12434284389019012	Fatty alcohols	0.13825245201587677	Sulfenyl compounds	0.5268183350563049					Sulfenyl compounds	0.5268183350563049	Organosulfur compounds	0.6833996772766113	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	15909
1500_Collado_sirius_iimn_15910	C37H60O8	[M + Na]+	C37H60O8	Terpenoids	0.7703759074211121	Triterpenoids	0.6859250664710999	Triacylglycerols	0.25251543521881104	Monosaccharides	0.5348811745643616	Monosaccharides	0.5348811745643616	Carbohydrates and carbohydrate conjugates	0.4307795464992523	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Monosaccharides; Secondary alcohols; Oxanes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	15910
1501_Collado_sirius_iimn_15911	C8H17NO4S9	[M + K]+	C8H17NO4S9	Alkaloids	0.9577313661575317	Ornithine alkaloids	0.19996844232082367	Fatty alcohols	0.03697521984577179	Monothioacetals	0.591884195804596			Monothioacetals	0.591884195804596	Thioacetals	0.6363158822059631	Organosulfur compounds	0.9869639277458191	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Thioacetals; Monothioacetals; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	15911
1502_Collado_sirius_iimn_15947	C19H35NO5	[M + H]+	C19H35NO5	Fatty acids	0.9695338010787964	Fatty esters	0.8613965511322021	Fatty acyl carnitines	0.8210194706916809	Acyl carnitines	0.8866556882858276	Acyl carnitines	0.8866556882858276	Fatty acid esters	0.8404334187507629	Fatty Acyls	0.947235107421875	Lipids and lipid-like molecules	0.904739499092102	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	15947
1503_Collado_sirius_iimn_15954	C38H72N28O10	[M + H]+	C38H72N28O10	Amino acids and Peptides	0.9800041317939758	Oligopeptides	0.5683807730674744	Tripeptides	0.0038192642387002707	Oligopeptides	0.7486370801925659	Peptides	0.9999873638153076	Amino acids, peptides, and analogues	0.9999904632568359	Carboxylic acids and derivatives	0.9999817609786987	Organic acids and derivatives	0.999980092048645	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	15954
1505_Collado_sirius_iimn_16013	C11H30N9O47P	[M + H]+	C11H30N9O47P	Amino acids and Peptides	0.9770355224609375	Small peptides	0.1690780222415924	Tripeptides	0.7207961678504944	Peptides	0.992985188961029	Peptides	0.992985188961029	Amino acids, peptides, and analogues	0.9998825788497925	Carboxylic acids and derivatives	0.9941735863685608	Organic acids and derivatives	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Orthocarboxylic acid derivatives; Carbonyl hydrates; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; N-acyl-alpha amino acids; Amines; Primary amines; Ortho acids; Carboperoxoic acids; Acyl homoserines; Alkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	16013
1506_Collado_sirius_iimn_16018	C27H22O9	[M + K]+	C27H22O9	Shikimates and Phenylpropanoids	0.6294797658920288	Flavonoids	0.2782694399356842	Flavanones	0.24097101390361786	Flavanones	0.522117018699646	Flavanones	0.522117018699646	Flavans	0.4095999300479889	Flavonoids	0.3704010844230652	Phenylpropanoids and polyketides	0.3711119294166565	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Chromones; Ethers; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Flavanones; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	16018
1509_Collado_sirius_iimn_16042	C62H110N10O4	[M + Na]+	C62H110N10O4	Amino acids and Peptides	0.9468129873275757	Oligopeptides	0.9114425182342529	Linear peptides	0.9469893574714661	Oligopeptides	0.717000424861908	Peptides	0.9160405397415161	Amino acids, peptides, and analogues	0.9998486042022705	Carboxylic acids and derivatives	0.9958401918411255	Organic acids and derivatives	0.9911907911300659	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Carboximidamides; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	16042
1511_Collado_sirius_iimn_16050	C33H35N5O36	[M + H]+	C33H35N5O36	Amino acids and Peptides	0.5545135736465454	Small peptides	0.5122736692428589	Gallotannins	0.7117217779159546	N-acyl-alpha amino acids	0.7777889370918274	Amino acids and derivatives	0.9953784942626953	Amino acids, peptides, and analogues	0.9962174296379089	Carboxylic acids and derivatives	0.9998599290847778	Organic acids and derivatives	0.9999991655349731	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrans; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxy acids and derivatives; Salicylic acid and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Polyols; N-acyl-alpha amino acids; Benzenoids; Benzoic acids; Organic 1,3-dipolar compounds; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	16050
1512_Collado_sirius_iimn_16071	C50H80N6O16	[M + H]+	C50H80N6O16	Amino acids and Peptides	0.9959979057312012	Oligopeptides	0.983893632888794	Linear peptides	0.9261947870254517	Oligopeptides	0.6370812654495239	Peptides	0.9932904243469238	Amino acids, peptides, and analogues	0.9993988275527954	Carboxylic acids and derivatives	0.9999479055404663	Organic acids and derivatives	0.9999597072601318	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	16071
1514_Collado_sirius_iimn_16111	C66H97N23O6	[M + K]+	C66H97N23O6	Amino acids and Peptides	0.9950565099716187	Oligopeptides	0.9856084585189819	Linear peptides	0.48194214701652527	Polypeptides	0.5081921219825745					Polypeptides	0.5081921219825745	Organic Polymers	0.4550250172615051	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acylpyrrolidines; Carboximidamides; Polypeptides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	16111
